time_h,q_norm
0.0000,0.050211
0.0833,0.209782
0.1667,0.490575
0.2500,0.741686
0.3333,0.912523
0.4167,0.991388
0.5000,1.000000
0.5833,0.954068
0.6667,0.876774
0.7500,0.782093
0.8333,0.682483
0.9167,0.585635
1.0000,0.495938
1.0833,0.416423
1.1667,0.347200
1.2500,0.288972
1.3333,0.240115
1.4167,0.200357
1.5000,0.167912
1.5833,0.142076
1.6667,0.121330
1.7500,0.105135
1.8333,0.092352
1.9167,0.082494
2.0000,0.074748
